gene_name,refseq_id,miR,SNP,diseases,distance,experimentally_confirmed
ONECUT2,NM_004852,hsa-miR-296,rs674849,"Rheumatoid arthritis",2831,
ONECUT2,NM_004852,hsa-miR-296,rs674849,"Rheumatoid arthritis",2831,
ESRRG,NR_024099,hsa-miR-144,rs945453,"Breast cancer",-2832,
ESRRG,NR_024099,hsa-miR-144,rs945453,"Breast cancer",-2832,
DICER1,NM_001195573,hsa-miR-203,rs13078,"Esophageal cancer",-2835,
ESR1,NM_001122740,hsa-miR-22,rs9341070,"Breast cancer, Type 2 diabetes",-2844,Yes
ESR1,NM_001122740,hsa-miR-22,rs9341070,"Breast cancer, Type 2 diabetes",-2844,Yes
TGFBR1,NM_001130916,hsa-miR-433,rs334348,"Breast cancer, Colorectal cancer",-2863,
PPARA,NM_005036,hsa-miR-302c*,rs6008259,Atherosclerosis,-2863,
PGR,NM_000926,hsa-miR-653,rs471767,"Endometrial cancer",2865,
IRF4,NM_002460,hsa-miR-125a-5p,rs872071,"Lymphocytic leukemia, Hodgkin's lymphoma",2867,
IRF4,NM_002460,hsa-miR-125b,rs872071,"Lymphocytic leukemia, Hodgkin's lymphoma",2867,Yes
IRF4,NM_002460,hsa-miR-125a,rs872071,"Lymphocytic leukemia, Hodgkin's lymphoma",2867,
IRF4,NM_002460,hsa-miR-125b,rs872071,"Lymphocytic leukemia, Hodgkin's lymphoma",2867,Yes
IRF4,NM_002460,hsa-miR-539,rs872071,"Lymphocytic leukemia, Hodgkin's lymphoma",2871,
BCL2L15,NM_001010922,hsa-miR-216b,rs1217384,"Type 1 diabetes",2871,
GPR85,NM_001146266,hsa-miR-135a,rs56080411,Schizophrenia,2877,
GPR85,NM_001146266,hsa-miR-135b,rs56080411,Schizophrenia,2877,
PPARGC1A,NM_013261,hsa-miR-130a,rs6821591,"Huntington's disease",-2881,
PPARGC1A,NM_013261,hsa-miR-130b,rs6821591,"Huntington's disease",-2881,
PPARGC1A,NM_013261,hsa-miR-301,rs6821591,"Huntington's disease",-2881,
PPARGC1A,NM_013261,hsa-miR-130a,rs6821591,"Huntington's disease",-2881,
PPARGC1A,NM_013261,hsa-miR-301,rs6821591,"Huntington's disease",-2881,
PPARGC1A,NM_013261,hsa-miR-130b,rs6821591,"Huntington's disease",-2881,
ESRRG,NR_024099,hsa-miR-539,rs945453,"Breast cancer",-2881,
BRCA1,NR_027676,hsa-miR-197,rs799917,"Cervical cancer, Breast cancer, Glioblastoma",-2882,
IGF2,NM_001127598,hsa-miR-141,rs680,"Parkinson's disease, Muscle damage",-2883,
IGF2,NM_001127598,hsa-miR-200a,rs680,"Parkinson's disease, Muscle damage",-2883,
INS-IGF2,NR_003512,hsa-miR-141,rs680,"Parkinson's disease, Muscle damage",-2883,
INS-IGF2,NR_003512,hsa-miR-200a,rs680,"Parkinson's disease, Muscle damage",-2883,
DICER1,NM_001195573,hsa-miR-15b,rs13078,"Esophageal cancer",-2885,
DICER1,NM_001195573,hsa-miR-15a,rs13078,"Esophageal cancer",-2885,
DICER1,NM_001195573,hsa-miR-16,rs13078,"Esophageal cancer",-2885,
DICER1,NM_001195573,hsa-miR-195,rs13078,"Esophageal cancer",-2885,
DICER1,NM_001195573,hsa-miR-497,rs13078,"Esophageal cancer",-2885,
DICER1,NM_001195573,hsa-miR-424,rs13078,"Esophageal cancer",-2885,
DICER1,NM_001195573,hsa-miR-103,rs13078,"Esophageal cancer",-2885,Yes
DICER1,NM_001195573,hsa-miR-107,rs13078,"Esophageal cancer",-2885,Yes
WHSC1,NM_001042424,hsa-miR-302b*,rs14647,"Endometriosis-related infertility",2886,
ONECUT2,NM_004852,hsa-miR-320d,rs660626,"Rheumatoid arthritis",-2894,
ONECUT2,NM_004852,hsa-miR-320c,rs660626,"Rheumatoid arthritis",-2894,
ONECUT2,NM_004852,hsa-miR-320b,rs660626,"Rheumatoid arthritis",-2894,
ONECUT2,NM_004852,hsa-miR-320a,rs660626,"Rheumatoid arthritis",-2894,
TGFBR3,NR_036634,hsa-miR-23b,rs1805110,Emphysema,-2894,
TGFBR3,NR_036634,hsa-miR-23a,rs1805110,Emphysema,-2894,
TGFBR3,NR_036634,hsa-miR-23b,rs1805110,Emphysema,-2894,
TGFBR3,NR_036634,hsa-miR-23a,rs1805110,Emphysema,-2894,
ONECUT2,NM_004852,hsa-miR-340,rs660626,"Rheumatoid arthritis",-2896,
ITGA2,NM_002203,hsa-miR-27a,rs3212649,"Prostate cancer",-2896,
ITGA2,NM_002203,hsa-miR-128,rs3212649,"Prostate cancer",-2896,
ITGA2,NM_002203,hsa-miR-27b,rs3212649,"Prostate cancer",-2896,
IGF1R,NM_000875,hsa-miR-223,rs2016347,"Breast cancer",2898,
ESRRG,NR_024099,hsa-miR-139-5p,rs945453,"Breast cancer",-2899,
ESRRG,NR_024099,hsa-miR-139,rs945453,"Breast cancer",-2899,
ESRRG,NR_024099,hsa-miR-139,rs945453,"Breast cancer",-2899,
KIAA1328,NM_020776,hsa-miR-488,rs2017027,"Rheumatoid arthritis",2905,
TGFBR3,NR_036634,hsa-miR-193,rs1805110,Emphysema,-2908,
KIAA1328,NM_020776,hsa-miR-185,rs2017027,"Rheumatoid arthritis",2910,
BRCA1,NR_027676,hsa-miR-30a-3p,rs1799950,"Prostate cancer",-2916,
OPHN1,NM_002547,hsa-miR-27b,rs492933,"Androgenetic alopecia",2919,
OPHN1,NM_002547,hsa-miR-27a,rs492933,"Androgenetic alopecia",2919,
TGFBR3,NR_036634,hsa-miR-103,rs1805110,Emphysema,-2921,
TGFBR3,NR_036634,hsa-miR-107,rs1805110,Emphysema,-2921,
TGFBR3,NR_036634,hsa-miR-15a,rs1805110,Emphysema,-2922,
TGFBR3,NR_036634,hsa-miR-16,rs1805110,Emphysema,-2922,
TGFBR3,NR_036634,hsa-miR-497,rs1805110,Emphysema,-2922,
TGFBR3,NR_036634,hsa-miR-15b,rs1805110,Emphysema,-2922,
TGFBR3,NR_036634,hsa-miR-195,rs1805110,Emphysema,-2922,
TGFBR3,NR_036634,hsa-miR-424,rs1805110,Emphysema,-2922,
TGFBR3,NR_036634,hsa-miR-16,rs1805110,Emphysema,-2922,
TGFBR3,NR_036634,hsa-miR-103,rs1805110,Emphysema,-2922,
TGFBR3,NR_036634,hsa-miR-107,rs1805110,Emphysema,-2922,
TGFBR3,NR_036634,hsa-miR-195,rs1805110,Emphysema,-2922,
TGFBR3,NR_036634,hsa-miR-15b,rs1805110,Emphysema,-2922,
TGFBR3,NR_036634,hsa-miR-15a,rs1805110,Emphysema,-2922,
PPARA,NM_005036,hsa-miR-200a,rs3892755,Atherosclerosis,-2923,
PPARA,NM_005036,hsa-miR-141,rs3892755,Atherosclerosis,-2923,
IGF1R,NM_000875,hsa-miR-320,rs2016347,"Breast cancer",2926,
IGF1R,NM_000875,hsa-miR-22,rs2016347,"Breast cancer",2928,
BCL2L15,NM_001010922,hsa-miR-338-3p,rs7529353,"Type 1 diabetes",2928,
ESR1,NM_001122740,hsa-miR-215,rs3798577,"Breast cancer, Anorexia nervosa",-2935,
SP4,NM_003112,hsa-miR-299-3p,rs3735440,"Bipolar disorder",-2935,
IGF1R,NM_000875,hsa-miR-448,rs2016347,"Breast cancer",2935,
IGF1R,NM_000875,hsa-miR-153,rs2016347,"Breast cancer",2935,
IGF1R,NM_000875,hsa-miR-153,rs2016347,"Breast cancer",2935,
IGF1R,NM_000875,hsa-miR-153,rs2016347,"Breast cancer",2935,
WHSC1,NM_001042424,hsa-miR-26a,rs14647,"Endometriosis-related infertility",2936,
WHSC1,NM_001042424,hsa-miR-26b,rs14647,"Endometriosis-related infertility",2936,
WHSC1,NM_001042424,hsa-miR-26b,rs14647,"Endometriosis-related infertility",2936,
DICER1,NM_001195573,hsa-miR-425,rs13078,"Esophageal cancer",-2938,
ALDH5A1,NM_001080,hsa-miR-26b,rs1054899,"Developmental dyslexia",-2941,
ALDH5A1,NM_001080,hsa-miR-26a,rs1054899,"Developmental dyslexia",-2941,
CNR1,NM_033181,hsa-miR-324-3p,rs806368,"Nicotine dependence, Attention deficit/hyperactivity disorder, Cocaine dependence",2941,
CNR1,NM_033181,hsa-miR-324-3p,rs806368,"Nicotine dependence, Attention deficit/hyperactivity disorder, Cocaine dependence",2941,
ONECUT2,NM_004852,hsa-miR-9,rs615030,"Rheumatoid arthritis",2942,
ESR1,NM_001122740,hsa-miR-26a,rs3798577,"Breast cancer, Anorexia nervosa",-2953,
ESR1,NM_001122740,hsa-miR-1297,rs3798577,"Breast cancer, Anorexia nervosa",-2953,
ESR1,NM_001122740,hsa-miR-26b,rs3798577,"Breast cancer, Anorexia nervosa",-2953,
ESR1,NM_001122740,hsa-miR-26b,rs3798577,"Breast cancer, Anorexia nervosa",-2953,
ESR1,NM_001122740,hsa-miR-26a,rs3798577,"Breast cancer, Anorexia nervosa",-2953,
DICER1,NM_001195573,hsa-miR-382,rs13078,"Esophageal cancer",-2953,
ESRRG,NR_024099,hsa-miR-26a,rs945453,"Breast cancer",-2954,
ESRRG,NR_024099,hsa-miR-26b,rs945453,"Breast cancer",-2954,
ESRRG,NR_024099,hsa-miR-26a,rs945453,"Breast cancer",-2954,
ESRRG,NR_024099,hsa-miR-26b,rs945453,"Breast cancer",-2954,
PPARA,NM_005036,hsa-miR-335,rs3892755,Atherosclerosis,-2956,
DICER1,NM_001195573,hsa-miR-215,rs13078,"Esophageal cancer",-2963,
DICER1,NM_001195573,hsa-miR-192,rs13078,"Esophageal cancer",-2963,
PRKCA,NM_002737,hsa-miR-9,rs7342847,"Breast cancer",-2963,
PRKCA,NM_002737,hsa-miR-9,rs7342847,"Breast cancer",-2963,
SYT13,NM_020826,hsa-miR-138,rs8929,Asthma,2965,
IGF1R,NM_000875,hsa-miR-217,rs2016347,"Breast cancer",2971,
IGF1R,NM_000875,hsa-miR-17-3p,rs2016347,"Breast cancer",2972,
ESR1,NM_001122740,hsa-miR-193,rs3798577,"Breast cancer, Anorexia nervosa",-2977,
BCL2L15,NM_001010922,hsa-miR-599,rs7529353,"Type 1 diabetes",2981,
ESR1,NM_001122740,hsa-miR-215,rs9341070,"Breast cancer, Type 2 diabetes",-2983,
ESR1,NM_001122740,hsa-miR-9,rs9341070,"Breast cancer, Type 2 diabetes",-2990,
WHSC1,NM_001042424,hsa-miR-24,rs14647,"Endometriosis-related infertility",2993,
WHSC1,NM_001042424,hsa-miR-24,rs14647,"Endometriosis-related infertility",2993,
IRF4,NM_002460,hsa-miR-30b,rs872071,"Lymphocytic leukemia, Hodgkin's lymphoma",2998,
IRF4,NM_002460,hsa-miR-30c,rs872071,"Lymphocytic leukemia, Hodgkin's lymphoma",2998,
IRF4,NM_002460,hsa-miR-30a,rs872071,"Lymphocytic leukemia, Hodgkin's lymphoma",2998,
IRF4,NM_002460,hsa-miR-30d,rs872071,"Lymphocytic leukemia, Hodgkin's lymphoma",2998,
IRF4,NM_002460,hsa-miR-30e,rs872071,"Lymphocytic leukemia, Hodgkin's lymphoma",2998,
IRF4,NM_002460,hsa-miR-30d,rs872071,"Lymphocytic leukemia, Hodgkin's lymphoma",2998,
IRF4,NM_002460,hsa-miR-30c,rs872071,"Lymphocytic leukemia, Hodgkin's lymphoma",2998,
IRF4,NM_002460,hsa-miR-30e,rs872071,"Lymphocytic leukemia, Hodgkin's lymphoma",2998,
IRF4,NM_002460,hsa-miR-30a-5p,rs872071,"Lymphocytic leukemia, Hodgkin's lymphoma",2998,
IRF4,NM_002460,hsa-miR-30b,rs872071,"Lymphocytic leukemia, Hodgkin's lymphoma",2998,
TGFBR1,NM_001130916,hsa-miR-98,rs334348,"Breast cancer, Colorectal cancer",-3005,
TGFBR1,NM_001130916,hsa-let-7i,rs334348,"Breast cancer, Colorectal cancer",-3005,
TGFBR1,NM_001130916,hsa-let-7f,rs334348,"Breast cancer, Colorectal cancer",-3005,
TGFBR1,NM_001130916,hsa-let-7b,rs334348,"Breast cancer, Colorectal cancer",-3005,
TGFBR1,NM_001130916,hsa-let-7d,rs334348,"Breast cancer, Colorectal cancer",-3005,
TGFBR1,NM_001130916,hsa-let-7e,rs334348,"Breast cancer, Colorectal cancer",-3005,
TGFBR1,NM_001130916,hsa-let-7g,rs334348,"Breast cancer, Colorectal cancer",-3005,
TGFBR1,NM_001130916,hsa-let-7a,rs334348,"Breast cancer, Colorectal cancer",-3005,
TGFBR1,NM_001130916,hsa-let-7c,rs334348,"Breast cancer, Colorectal cancer",-3005,Yes
TGFBR1,NM_001130916,hsa-miR-202,rs334348,"Breast cancer, Colorectal cancer",-3005,
VAPA,NM_194434,hsa-miR-23a,rs29066,"Bipolar disorder",3006,
VAPA,NM_194434,hsa-miR-23b,rs29066,"Bipolar disorder",3006,
WHSC1,NM_001042424,hsa-miR-148b,rs14647,"Endometriosis-related infertility",3007,
WHSC1,NM_001042424,hsa-miR-152,rs14647,"Endometriosis-related infertility",3007,
WHSC1,NM_001042424,hsa-miR-148a,rs14647,"Endometriosis-related infertility",3007,
WHSC1,NM_001042424,hsa-miR-148b,rs14647,"Endometriosis-related infertility",3007,
WHSC1,NM_001042424,hsa-miR-148a,rs14647,"Endometriosis-related infertility",3007,
WHSC1,NM_001042424,hsa-miR-152,rs14647,"Endometriosis-related infertility",3007,
ALDH5A1,NM_001080,hsa-miR-22,rs1054899,"Developmental dyslexia",-3007,
WHSC1,NM_001042424,hsa-miR-130a,rs14647,"Endometriosis-related infertility",3008,
WHSC1,NM_001042424,hsa-miR-301,rs14647,"Endometriosis-related infertility",3008,
WHSC1,NM_001042424,hsa-miR-130b,rs14647,"Endometriosis-related infertility",3008,
WHSC1,NM_001042424,hsa-miR-130b,rs14647,"Endometriosis-related infertility",3008,
WHSC1,NM_001042424,hsa-miR-130a,rs14647,"Endometriosis-related infertility",3008,
WHSC1,NM_001042424,hsa-miR-301,rs14647,"Endometriosis-related infertility",3008,
PPARGC1A,NM_013261,hsa-miR-139,rs6821591,"Huntington's disease",-3008,
PPARGC1A,NM_013261,hsa-miR-139,rs6821591,"Huntington's disease",-3008,
CNR1,NM_033181,hsa-miR-200a,rs806368,"Nicotine dependence, Attention deficit/hyperactivity disorder, Cocaine dependence",3016,
CNR1,NM_033181,hsa-miR-141,rs806368,"Nicotine dependence, Attention deficit/hyperactivity disorder, Cocaine dependence",3016,
IRF4,NM_002460,hsa-miR-27a,rs872071,"Lymphocytic leukemia, Hodgkin's lymphoma",3022,
IRF4,NM_002460,hsa-miR-27b,rs872071,"Lymphocytic leukemia, Hodgkin's lymphoma",3022,
IRF4,NM_002460,hsa-miR-27a,rs872071,"Lymphocytic leukemia, Hodgkin's lymphoma",3022,
IRF4,NM_002460,hsa-miR-27b,rs872071,"Lymphocytic leukemia, Hodgkin's lymphoma",3022,
PPARGC1A,NM_013261,hsa-miR-383,rs6821591,"Huntington's disease",-3023,
PPARGC1A,NM_013261,hsa-miR-383,rs6821591,"Huntington's disease",-3023,
IRF4,NM_002460,hsa-miR-128,rs872071,"Lymphocytic leukemia, Hodgkin's lymphoma",3023,
IRF4,NM_002460,hsa-miR-128b,rs872071,"Lymphocytic leukemia, Hodgkin's lymphoma",3023,
IRF4,NM_002460,hsa-miR-128a,rs872071,"Lymphocytic leukemia, Hodgkin's lymphoma",3023,
BRCA1,NR_027676,hsa-miR-30a-3p,rs4986850,"Breast cancer",-3023,
IGF1R,NM_000875,hsa-let-7g,rs2016347,"Breast cancer",3024,
IGF1R,NM_000875,hsa-miR-98,rs2016347,"Breast cancer",3024,
IGF1R,NM_000875,hsa-let-7e,rs2016347,"Breast cancer",3024,
IGF1R,NM_000875,hsa-let-7c,rs2016347,"Breast cancer",3024,
IGF1R,NM_000875,hsa-let-7i,rs2016347,"Breast cancer",3024,
IGF1R,NM_000875,hsa-miR-202,rs2016347,"Breast cancer",3024,
IGF1R,NM_000875,hsa-let-7d,rs2016347,"Breast cancer",3024,
IGF1R,NM_000875,hsa-let-7b,rs2016347,"Breast cancer",3024,
IGF1R,NM_000875,hsa-let-7f,rs2016347,"Breast cancer",3024,
IGF1R,NM_000875,hsa-let-7a,rs2016347,"Breast cancer",3024,
ALDH5A1,NM_001080,hsa-miR-26a,rs1054899,"Developmental dyslexia",-3029,
ALDH5A1,NM_001080,hsa-miR-1297,rs1054899,"Developmental dyslexia",-3029,
ALDH5A1,NM_001080,hsa-miR-26b,rs1054899,"Developmental dyslexia",-3029,
ALDH5A1,NM_001080,hsa-miR-26b,rs1054899,"Developmental dyslexia",-3030,
ALDH5A1,NM_001080,hsa-miR-26a,rs1054899,"Developmental dyslexia",-3030,
WHSC1,NM_001042424,hsa-miR-24,rs14647,"Endometriosis-related infertility",3038,
WHSC1,NM_001042424,hsa-miR-24,rs14647,"Endometriosis-related infertility",3038,
CALM1,NM_006888,hsa-miR-133b,rs5871,"Adolescent idiopathic scoliosis",-3047,
CALM1,NM_006888,hsa-miR-133a,rs5871,"Adolescent idiopathic scoliosis",-3047,
TGFBR1,NM_001130916,hsa-miR-490-3p,rs334348,"Breast cancer, Colorectal cancer",-3049,
DICER1,NM_001195573,hsa-miR-495,rs13078,"Esophageal cancer",-3050,
PPARGC1A,NM_013261,hsa-miR-323,rs6821591,"Huntington's disease",-3058,
PPARGC1A,NM_013261,hsa-miR-323,rs6821591,"Huntington's disease",-3058,
PPARGC1A,NM_013261,hsa-miR-23b,rs6821591,"Huntington's disease",-3059,
PPARGC1A,NM_013261,hsa-miR-23a,rs6821591,"Huntington's disease",-3059,
ONECUT2,NM_004852,hsa-miR-199a-5p,rs3848516,"Rheumatoid arthritis",-3059,
ONECUT2,NM_004852,hsa-miR-199b-5p,rs3848516,"Rheumatoid arthritis",-3059,
PPARGC1A,NM_013261,hsa-miR-23a,rs6821591,"Huntington's disease",-3060,
PPARGC1A,NM_013261,hsa-miR-23a,rs6821591,"Huntington's disease",-3060,
BCL2L15,NM_001010922,hsa-miR-338-3p,rs12566340,"Type 1 diabetes",3062,
ONECUT2,NM_004852,hsa-miR-186,rs3848516,"Rheumatoid arthritis",-3066,
ONECUT2,NM_004852,hsa-miR-543,rs615030,"Rheumatoid arthritis",3069,
ONECUT2,NM_004852,hsa-miR-181c,rs615030,"Rheumatoid arthritis",3070,
ONECUT2,NM_004852,hsa-miR-181a,rs615030,"Rheumatoid arthritis",3070,
ONECUT2,NM_004852,hsa-miR-181b,rs615030,"Rheumatoid arthritis",3070,
ONECUT2,NM_004852,hsa-miR-181d,rs615030,"Rheumatoid arthritis",3070,
PPARA,NM_005036,hsa-miR-24,rs3892755,Atherosclerosis,-3074,
CALM1,NM_006888,hsa-miR-340,rs5871,"Adolescent idiopathic scoliosis",-3081,
NR3C1,NM_001018076,hsa-miR-200c,rs6198,"Rheumatoid arthritis, Glucocorticoid resistance, Binge eating symptoms",3088,
PPARA,NM_005036,hsa-miR-22,rs6008259,Atherosclerosis,-3096,Yes
PPARA,NM_005036,hsa-miR-22,rs3892755,Atherosclerosis,3099,Yes
PPARA,NM_005036,hsa-miR-22,rs3892755,Atherosclerosis,3099,Yes
PPARGC1A,NM_013261,hsa-miR-126*,rs6821591,"Huntington's disease",-3102,
IGF2,NM_001127598,hsa-miR-125a-3p,rs680,"Parkinson's disease, Muscle damage",-3103,
INS-IGF2,NR_003512,hsa-miR-125a-3p,rs680,"Parkinson's disease, Muscle damage",-3103,
PPARGC1A,NM_013261,hsa-miR-23b,rs6821591,"Huntington's disease",-3105,
PPARGC1A,NM_013261,hsa-miR-23a,rs6821591,"Huntington's disease",-3105,
PPARGC1A,NM_013261,hsa-miR-23a,rs6821591,"Huntington's disease",-3105,
PPARGC1A,NM_013261,hsa-miR-23a,rs6821591,"Huntington's disease",-3105,
ITGA2,NM_002203,hsa-miR-19b,rs3212649,"Prostate cancer",-3106,
ITGA2,NM_002203,hsa-miR-19a,rs3212649,"Prostate cancer",-3106,
PGR,NM_000926,hsa-miR-653,rs11224561,"Endometrial cancer",3106,
TGFBR1,NM_001130916,hsa-miR-101,rs334348,"Breast cancer, Colorectal cancer",-3109,
BRCA1,NR_027676,hsa-miR-140,rs1799950,"Prostate cancer",-3109,
ONECUT2,NM_004852,hsa-miR-182,rs660626,"Rheumatoid arthritis",-3113,
VAPA,NM_194434,hsa-miR-132,rs29067,"Bipolar disorder",3113,
VAPA,NM_194434,hsa-miR-212,rs29067,"Bipolar disorder",3113,
BCL2L15,NM_001010922,hsa-miR-599,rs12566340,"Type 1 diabetes",3115,
DICER1,NM_001195573,hsa-miR-122,rs13078,"Esophageal cancer",-3117,
DICER1,NM_001195573,hsa-miR-122a,rs13078,"Esophageal cancer",-3117,
DICER1,NM_001195573,hsa-miR-122a,rs13078,"Esophageal cancer",-3117,
CNR1,NM_033181,hsa-miR-23a,rs806368,"Nicotine dependence, Attention deficit/hyperactivity disorder, Cocaine dependence",3117,
CNR1,NM_033181,hsa-miR-23b,rs806368,"Nicotine dependence, Attention deficit/hyperactivity disorder, Cocaine dependence",3117,
CALM1,NM_006888,hsa-miR-488,rs5871,"Adolescent idiopathic scoliosis",-3121,
CALM1,NM_006888,hsa-miR-143,rs5871,"Adolescent idiopathic scoliosis",-3125,
DICER1,NM_001195573,hsa-miR-320c,rs3742330,"Esophageal cancer, Oral premalignant",3130,
DICER1,NM_001195573,hsa-miR-320a,rs3742330,"Esophageal cancer, Oral premalignant",3130,
DICER1,NM_001195573,hsa-miR-320d,rs3742330,"Esophageal cancer, Oral premalignant",3130,
DICER1,NM_001195573,hsa-miR-320b,rs3742330,"Esophageal cancer, Oral premalignant",3130,
BRCA1,NR_027676,hsa-miR-154,rs1799950,"Prostate cancer",-3138,
TTPAL,NM_001039199,hsa-miR-20b,rs1983,"Type 2 diabetes",3138,
TTPAL,NM_001039199,hsa-miR-20a,rs1983,"Type 2 diabetes",3138,
TTPAL,NM_001039199,hsa-miR-93,rs1983,"Type 2 diabetes",3138,
TTPAL,NM_001039199,hsa-miR-106a,rs1983,"Type 2 diabetes",3138,
TTPAL,NM_001039199,hsa-miR-106b,rs1983,"Type 2 diabetes",3138,
TTPAL,NM_001039199,hsa-miR-519d,rs1983,"Type 2 diabetes",3138,
TTPAL,NM_001039199,hsa-miR-17,rs1983,"Type 2 diabetes",3138,
TTPAL,NM_001039199,hsa-miR-373,rs1983,"Type 2 diabetes",3140,
TTPAL,NM_001039199,hsa-miR-302e,rs1983,"Type 2 diabetes",3140,
TTPAL,NM_001039199,hsa-miR-520a-3p,rs1983,"Type 2 diabetes",3140,
TTPAL,NM_001039199,hsa-miR-302a,rs1983,"Type 2 diabetes",3140,
TTPAL,NM_001039199,hsa-miR-520e,rs1983,"Type 2 diabetes",3140,
TTPAL,NM_001039199,hsa-miR-520c-3p,rs1983,"Type 2 diabetes",3140,
TTPAL,NM_001039199,hsa-miR-302c,rs1983,"Type 2 diabetes",3140,
TTPAL,NM_001039199,hsa-miR-372,rs1983,"Type 2 diabetes",3140,
TTPAL,NM_001039199,hsa-miR-302b,rs1983,"Type 2 diabetes",3140,
TTPAL,NM_001039199,hsa-miR-520b,rs1983,"Type 2 diabetes",3140,
TTPAL,NM_001039199,hsa-miR-302d,rs1983,"Type 2 diabetes",3140,
TTPAL,NM_001039199,hsa-miR-520d-3p,rs1983,"Type 2 diabetes",3140,
ONECUT2,NM_004852,hsa-miR-875-5p,rs660626,"Rheumatoid arthritis",-3143,
ESR1,NM_001122740,hsa-miR-22,rs3798577,"Breast cancer, Anorexia nervosa",-3146,Yes
ESR1,NM_001122740,hsa-miR-22,rs3798577,"Breast cancer, Anorexia nervosa",-3146,Yes
ESR1,NM_001122740,hsa-miR-330,rs3798577,"Breast cancer, Anorexia nervosa",-3149,
BRCA1,NR_027676,hsa-miR-30a-3p,rs1800751,"Breast cancer",3149,
ONECUT2,NM_004852,hsa-miR-495,rs660626,"Rheumatoid arthritis",-3151,
ESR1,NM_001122740,hsa-miR-330,rs3798577,"Breast cancer, Anorexia nervosa",-3153,
BRCA1,NR_027676,hsa-miR-370,rs1799950,"Prostate cancer",-3155,
BRCA1,NR_027676,hsa-miR-140,rs4986850,"Breast cancer",-3155,
NR3C1,NM_001018076,hsa-miR-377,rs6198,"Rheumatoid arthritis, Glucocorticoid resistance, Binge eating symptoms",3163,
PGR,NM_000926,hsa-miR-135a,rs484389,"Pelvic organ prolapse",-3163,
PGR,NM_000926,hsa-miR-135b,rs484389,"Pelvic organ prolapse",-3163,
WHSC1,NM_001042424,hsa-miR-331,rs14647,"Endometriosis-related infertility",3167,
DISC1,NM_001164537,hsa-miR-194,rs980989,"Bipolar disorder",3170,
IL16,NM_001172128,hsa-miR-504,rs4778641,"Graves' disease",3175,
VAPA,NM_194434,hsa-miR-505,rs29067,"Bipolar disorder",3176,
IL16,NM_001172128,hsa-miR-125b,rs4778641,"Graves' disease",3177,
IL16,NM_001172128,hsa-miR-125a-5p,rs4778641,"Graves' disease",3177,
IL16,NM_001172128,hsa-miR-125a,rs4778641,"Graves' disease",3177,
IL16,NM_001172128,hsa-miR-125b,rs4778641,"Graves' disease",3177,
ESR1,NM_001122740,hsa-miR-19b,rs3798577,"Breast cancer, Anorexia nervosa",-3187,Yes
ESR1,NM_001122740,hsa-miR-19a,rs3798577,"Breast cancer, Anorexia nervosa",-3187,Yes
ESR1,NM_001122740,hsa-miR-19b,rs3798577,"Breast cancer, Anorexia nervosa",-3187,Yes
ESR1,NM_001122740,hsa-miR-19a,rs3798577,"Breast cancer, Anorexia nervosa",-3187,Yes
ESR1,NM_001122740,hsa-miR-19a,rs3798577,"Breast cancer, Anorexia nervosa",-3187,Yes
ESR1,NM_001122740,hsa-miR-19b,rs3798577,"Breast cancer, Anorexia nervosa",-3187,Yes
ESR1,NM_001122740,hsa-miR-130b,rs3798577,"Breast cancer, Anorexia nervosa",-3188,
ESR1,NM_001122740,hsa-miR-301,rs3798577,"Breast cancer, Anorexia nervosa",-3188,
ESR1,NM_001122740,hsa-miR-130a,rs3798577,"Breast cancer, Anorexia nervosa",-3188,
ESR1,NM_001122740,hsa-miR-301,rs3798577,"Breast cancer, Anorexia nervosa",-3188,
ESR1,NM_001122740,hsa-miR-130b,rs3798577,"Breast cancer, Anorexia nervosa",-3188,
ESR1,NM_001122740,hsa-miR-130a,rs3798577,"Breast cancer, Anorexia nervosa",-3188,
ESR1,NM_001122740,hsa-miR-93,rs3798577,"Breast cancer, Anorexia nervosa",-3190,
ESR1,NM_001122740,hsa-miR-372,rs3798577,"Breast cancer, Anorexia nervosa",-3190,
BRCA1,NR_027676,hsa-miR-218,rs799917,"Cervical cancer, Breast cancer, Glioblastoma",-3192,
ONECUT2,NM_004852,hsa-miR-421,rs660626,"Rheumatoid arthritis",-3201,
NR3C1,NM_001018076,hsa-miR-9*,rs6198,"Rheumatoid arthritis, Glucocorticoid resistance, Binge eating symptoms",3203,
ESR1,NM_001122740,hsa-miR-384,rs1062577,"Breast cancer",3209,
BRCA1,NR_027676,hsa-miR-125a-3p,rs799917,"Cervical cancer, Breast cancer, Glioblastoma",-3214,
NR3C1,NM_001018076,hsa-miR-22,rs6198,"Rheumatoid arthritis, Glucocorticoid resistance, Binge eating symptoms",3215,
NR3C1,NM_001018076,hsa-miR-22,rs6198,"Rheumatoid arthritis, Glucocorticoid resistance, Binge eating symptoms",3216,
NR3C1,NM_001018076,hsa-miR-22,rs6198,"Rheumatoid arthritis, Glucocorticoid resistance, Binge eating symptoms",3216,
IGFBP5,NM_000599,hsa-miR-149,rs3276,"Metabolic syndrome",3218,
IGF1,NM_001111283,hsa-miR-215,rs5742714,"Non-small cell lung cancer",3224,
IGF1,NM_001111283,hsa-miR-192,rs5742714,"Non-small cell lung cancer",3224,
TGFBR3,NR_036634,hsa-miR-613,rs1805110,Emphysema,-3227,
TGFBR3,NR_036634,hsa-miR-206,rs1805110,Emphysema,-3227,
